qid_doc,qid,docno,OkapiTF,TFIDF,BM25,Laplace,JelinekMercer,ES_Builtin,label
253-1015,253,1015,6.081051,3.170035,8.526723,0.0,-199.623828,8.580505,0
253-574,253,574,6.074486,4.045235,10.615589,0.0,-193.42361,10.744319,0
253-982,253,982,6.06197,3.029541,8.708746,0.0,-192.951122,8.849863,0
253-329,253,329,6.058295,0.0,0.0,-236.143001,-189.20904,8.494708,0
253-328,253,328,6.050428,3.016867,9.004771,-242.407562,-187.775045,9.081741,0
253-773,253,773,6.048529,4.273308,12.472811,-242.267674,-187.83228,12.785824,0
253-274,253,274,6.048359,5.720769,16.918775,-242.576954,-187.089619,17.19796,0
253-474,253,474,6.042032,0.0,0.0,0.0,-199.328519,0.0,0
253-1183,253,1183,6.026271,4.447418,12.722879,0.0,-192.376198,12.671153,0
253-1390,253,1390,6.025029,0.0,0.0,0.0,-199.826429,0.0,0
253-712,253,712,6.024636,0.0,0.0,-241.625933,-200.912827,0.0,0
253-477,253,477,6.010418,0.0,0.0,0.0,-199.558193,0.0,0
253-660,253,660,6.00801,0.0,0.0,-241.469997,-194.405459,8.672641,0
253-370,253,370,5.995128,0.0,0.0,0.0,-193.751994,0.0,0
253-876,253,876,5.990725,0.0,0.0,0.0,-200.5307,0.0,0
253-24,253,24,5.950765,0.0,0.0,-242.745297,-187.993951,0.0,0
253-1101,253,1101,5.949479,3.603639,10.18763,0.0,-192.295766,10.247297,0
253-365,253,365,5.932714,3.575185,9.618452,0.0,-200.649243,9.725533,0
253-52,253,52,5.929026,3.626859,9.557861,0.0,-200.943239,9.713416,0
253-128,253,128,5.914624,3.208405,9.406476,0.0,-193.705868,9.475052,0
253-372,253,372,5.902395,0.0,0.0,0.0,0.0,0.0,0
253-1383,253,1383,5.899983,0.0,0.0,-243.33068,-200.599505,0.0,0
253-536,253,536,5.89969,4.12202,12.234408,-242.328735,-195.042552,12.747332,0
253-1182,253,1182,5.880879,0.0,0.0,0.0,0.0,0.0,0
253-701,253,701,5.878565,0.0,0.0,-242.960142,0.0,0.0,0
253-976,253,976,5.875213,0.0,0.0,-240.058916,0.0,0.0,0
253-25,253,25,5.866655,0.0,0.0,-240.973407,0.0,0.0,0
253-1161,253,1161,5.852951,3.44985,9.812675,0.0,-193.393445,9.849419,0
253-159,253,159,5.851837,0.0,0.0,0.0,-199.798034,0.0,0
253-1077,253,1077,5.850915,0.0,0.0,0.0,-200.784341,0.0,0
253-1386,253,1386,5.850733,0.0,0.0,0.0,0.0,0.0,0
253-84,253,84,5.845249,4.507331,12.038647,0.0,-200.49811,12.33631,0
253-369,253,369,5.828613,0.0,0.0,0.0,-194.943823,0.0,0
253-917,253,917,5.827904,0.0,0.0,-241.554367,-195.579657,0.0,0
253-47,253,47,5.825133,0.0,0.0,0.0,0.0,0.0,0
253-689,253,689,5.818589,0.0,0.0,-242.595431,0.0,0.0,0
253-319,253,319,5.817527,0.0,0.0,0.0,-199.868603,0.0,0
253-481,253,481,5.816687,3.835597,10.369544,0.0,-199.659235,10.422695,0
253-604,253,604,5.816241,0.0,0.0,0.0,0.0,0.0,0
253-316,253,316,5.812575,0.0,0.0,0.0,0.0,0.0,0
253-952,253,952,5.797925,3.558363,10.268264,0.0,-193.403641,10.279501,0
253-540,253,540,5.79745,3.811711,10.8832,0.0,-194.645475,11.134914,0
253-1082,253,1082,5.794561,0.0,0.0,-241.780265,0.0,0.0,0
253-364,253,364,5.789504,0.0,8.420768,-241.118742,-189.4365,0.0,0
253-1242,253,1242,5.78193,0.0,0.0,-243.723593,0.0,0.0,0
253-805,253,805,5.774811,0.0,0.0,0.0,0.0,0.0,0
253-309,253,309,5.774598,0.0,0.0,0.0,0.0,0.0,0
253-1200,253,1200,5.762727,0.0,0.0,0.0,-200.636662,0.0,0
253-193,253,193,5.759797,0.0,0.0,-241.023128,0.0,0.0,0
253-32,253,32,5.742001,0.0,0.0,0.0,-200.639227,0.0,0
253-1088,253,1088,5.735594,0.0,0.0,0.0,0.0,0.0,0
253-179,253,179,5.734541,0.0,0.0,-243.327528,0.0,0.0,0
253-1149,253,1149,5.726404,0.0,0.0,0.0,0.0,0.0,0
253-191,253,191,5.72313,0.0,0.0,0.0,0.0,0.0,0
253-85,253,85,5.718722,3.51575,10.137504,-242.996092,-188.801805,10.295387,0
253-255,253,255,5.714412,0.0,0.0,0.0,0.0,0.0,0
253-29,253,29,5.703846,3.933204,11.195832,-243.545556,0.0,11.419039,0
253-1248,253,1248,5.701891,0.0,8.820704,-241.624399,-189.903252,8.811537,0
253-1065,253,1065,5.701065,3.377398,9.013469,0.0,0.0,8.933879,0
253-806,253,806,5.696092,0.0,0.0,-243.227353,0.0,0.0,0
253-1199,253,1199,5.661255,0.0,9.079124,0.0,-195.491332,9.171124,0
253-318,253,318,5.653994,3.024509,0.0,0.0,0.0,0.0,0
253-556,253,556,5.652575,4.142135,11.169554,0.0,-195.379854,11.227039,0
254-118,254,118,12.398113,10.437472,27.277372,-291.369095,-180.092715,27.612827,0
254-341,254,341,11.8063,7.120995,19.566016,-285.595646,-189.247583,19.77488,0
254-157,254,157,11.723279,8.073065,22.185225,-286.401498,-183.272203,22.406225,0
254-410,254,410,11.619256,5.545611,15.196827,-290.702614,-189.475906,15.546639,0
254-236,254,236,11.464435,5.716783,16.105001,0.0,-191.38476,16.315985,0
254-404,254,404,11.452879,5.943902,15.700391,-291.562212,-189.870427,15.835343,0
254-4,254,4,11.427814,4.86964,12.553427,0.0,-194.260578,12.603151,0
254-575,254,575,11.377031,6.151962,16.418237,-288.218691,-192.959589,16.498055,0
254-160,254,160,11.339859,5.022132,13.090632,-283.404006,-193.380077,13.126505,0
254-656,254,656,11.257677,6.198048,16.489604,-288.388547,-192.479623,16.530418,0
254-1224,254,1224,11.182676,5.909992,16.656211,-289.296576,-186.358698,16.767326,0
254-217,254,217,11.082593,7.488783,19.379,0.0,-203.199358,19.58063,0
254-561,254,561,11.061543,4.481289,12.474805,-289.390115,-193.15765,12.65854,0
254-1072,254,1072,10.984034,4.608465,13.285386,-284.282561,-194.922807,13.484675,0
254-750,254,750,10.916223,10.931413,28.511393,0.0,-196.424792,28.470665,0
254-989,254,989,10.874427,0.0,0.0,-290.975594,-206.497719,0.0,0
254-1353,254,1353,10.871581,5.057051,12.963403,0.0,0.0,13.038683,0
254-468,254,468,10.868187,3.97406,0.0,0.0,0.0,0.0,0
254-1083,254,1083,10.844932,3.814459,10.160601,0.0,-196.510046,10.198636,0
254-1230,254,1230,10.830189,5.970165,15.186779,0.0,-200.478338,15.222832,0
254-395,254,395,10.828102,0.0,0.0,-290.24102,-201.535458,0.0,0
254-1377,254,1377,10.814086,0.0,0.0,0.0,-198.023897,0.0,0
254-1280,254,1280,10.811562,5.292518,15.296857,-289.813991,-188.183573,15.638978,0
254-1354,254,1354,10.772143,5.354321,13.485563,0.0,0.0,13.564854,0
254-1302,254,1302,10.757352,0.0,0.0,-291.765051,-207.55939,0.0,0
254-166,254,166,10.742881,5.279075,15.251485,0.0,-193.359316,15.674723,0
254-1193,254,1193,10.716425,0.0,0.0,0.0,-206.434798,0.0,0
254-1209,254,1209,10.706885,0.0,0.0,-287.854724,0.0,0.0,0
254-696,254,696,10.694727,6.184135,16.913387,-287.885256,-202.099787,16.847904,0
254-1274,254,1274,10.688502,4.597831,12.798232,-291.298169,-202.02982,13.017157,0
254-1273,254,1273,10.681883,0.0,0.0,0.0,-199.614362,0.0,0
254-1009,254,1009,10.667786,5.686736,15.091915,0.0,-201.75967,15.062396,0
254-379,254,379,10.664295,5.122847,13.564649,0.0,-207.157617,13.668387,0
254-1375,254,1375,10.653135,4.829313,13.362931,-287.557004,-202.116877,13.49389,0
254-467,254,467,10.63019,5.225582,13.856911,0.0,-201.619488,13.831075,0
254-540,254,540,10.626788,0.0,0.0,0.0,-201.264211,0.0,0
254-352,254,352,10.615758,0.0,0.0,-291.308204,-207.874611,0.0,0
254-1319,254,1319,10.609367,4.545144,12.678663,-291.299008,-202.529807,12.751458,0
254-375,254,375,10.575659,0.0,0.0,-290.027139,-208.542098,0.0,0
254-6,254,6,10.574579,3.783004,10.124069,0.0,-199.47291,0.0,0
254-349,254,349,10.571371,4.457413,12.549819,0.0,-196.110689,12.726894,0
254-23,254,23,10.552389,0.0,0.0,0.0,0.0,0.0,0
254-188,254,188,10.545822,0.0,0.0,0.0,-202.979067,0.0,0
254-179,254,179,10.545551,0.0,0.0,-290.561956,-203.205786,0.0,0
254-523,254,523,10.538594,4.183177,10.837701,0.0,0.0,10.904979,0
254-278,254,278,10.518448,0.0,0.0,0.0,-206.407388,0.0,0
254-660,254,660,10.514031,0.0,0.0,-287.606579,-208.924902,0.0,0
254-34,254,34,10.50951,0.0,0.0,0.0,-208.185534,0.0,0
254-1313,254,1313,10.49785,3.743335,10.649918,-278.511983,-203.777993,10.612104,0
254-335,254,335,10.489888,4.226588,10.77601,0.0,-206.34696,10.850984,0
254-779,254,779,10.482328,0.0,0.0,-291.881073,0.0,0.0,0
254-942,254,942,10.475212,5.627706,14.05397,0.0,-207.796145,14.118218,0
254-531,254,531,10.461976,0.0,0.0,0.0,0.0,0.0,0
254-1248,254,1248,10.445079,4.379287,13.14815,-287.047781,-191.113144,13.126937,0
254-1324,254,1324,10.439704,0.0,0.0,0.0,-208.499431,0.0,0
254-1181,254,1181,10.424809,0.0,0.0,0.0,-208.004768,0.0,0
254-537,254,537,10.410834,4.105647,11.064477,0.0,-198.630172,11.115336,0
254-576,254,576,10.406533,0.0,0.0,-285.61838,0.0,0.0,0
254-1180,254,1180,10.395604,0.0,0.0,0.0,0.0,0.0,0
254-1154,254,1154,10.384725,3.886285,10.545855,-290.58516,-209.351626,10.660533,0
254-35,254,35,10.369182,0.0,0.0,0.0,-208.611089,0.0,0
254-629,254,629,10.363663,4.831478,13.261588,0.0,-200.906982,13.346212,0
254-186,254,186,10.35823,0.0,0.0,0.0,-209.330384,0.0,0
254-452,254,452,10.351894,0.0,0.0,-286.257713,0.0,0.0,0
254-1281,254,1281,10.351642,0.0,0.0,0.0,-209.566384,0.0,0
254-191,254,191,10.349085,0.0,0.0,0.0,-209.511058,0.0,0
254-682,254,682,10.3419,0.0,0.0,0.0,-209.035886,0.0,0
254-81,254,81,10.328903,0.0,0.0,0.0,-208.032959,0.0,0
254-927,254,927,10.326409,0.0,0.0,-284.068469,-204.07432,0.0,0
254-401,254,401,10.319257,0.0,0.0,-288.88903,-204.119319,0.0,0
254-173,254,173,10.316886,5.440374,13.710864,-288.366839,0.0,13.787286,0
254-895,254,895,10.302335,0.0,0.0,0.0,-207.047582,0.0,0
254-439,254,439,10.302009,0.0,0.0,0.0,0.0,0.0,0
254-1255,254,1255,10.288292,0.0,0.0,0.0,-208.62567,0.0,0
254-1232,254,1232,10.2794,3.955586,10.826471,0.0,-206.734642,10.929309,0
254-167,254,167,10.278897,0.0,0.0,0.0,0.0,0.0,0
254-149,254,149,10.267833,0.0,0.0,-290.496379,-203.975902,0.0,0
254-604,254,604,10.264869,4.366224,11.621591,0.0,0.0,11.749768,0
254-131,254,131,10.244396,3.789373,11.307359,-286.548498,-196.920762,11.602204,0
254-1390,254,1390,10.243499,0.0,0.0,0.0,0.0,0.0,0
254-1254,254,1254,10.227876,0.0,0.0,0.0,0.0,0.0,0
254-310,254,310,10.227139,0.0,0.0,0.0,0.0,0.0,0
254-977,254,977,10.212353,0.0,0.0,-291.205444,-209.648756,0.0,0
254-98,254,98,10.205885,0.0,0.0,0.0,-206.297149,0.0,0
254-459,254,459,10.193353,0.0,0.0,-290.074306,-203.757375,0.0,0
254-458,254,458,10.192972,3.78984,10.883305,0.0,-196.874699,11.049444,0
254-1108,254,1108,10.185064,0.0,0.0,-290.948794,-203.935908,0.0,0
254-705,254,705,10.167063,0.0,0.0,0.0,0.0,0.0,0
254-444,254,444,10.165646,0.0,0.0,0.0,-207.737688,0.0,0
254-601,254,601,10.156157,0.0,0.0,-291.696098,0.0,0.0,0
254-797,254,797,10.155205,0.0,0.0,-287.818567,0.0,0.0,0
254-921,254,921,10.154035,0.0,10.288816,0.0,-203.57318,10.291677,0
254-89,254,89,10.130742,0.0,0.0,-284.646388,0.0,0.0,0
254-292,254,292,10.125907,0.0,0.0,0.0,-204.76576,0.0,0
254-987,254,987,10.120546,0.0,0.0,-290.565987,0.0,0.0,0
254-304,254,304,10.120462,0.0,0.0,-290.488032,0.0,0.0,0
254-61,254,61,10.119502,0.0,0.0,0.0,0.0,0.0,0
254-240,254,240,10.110019,0.0,0.0,-291.371247,0.0,0.0,0
254-1391,254,1391,10.108332,0.0,0.0,0.0,0.0,0.0,0
254-329,254,329,10.092643,0.0,0.0,-281.092112,-200.206525,0.0,0
255-118,255,118,11.415631,10.342747,27.151554,-331.46929,-232.024096,27.499083,0
255-157,255,157,11.292011,9.295065,25.441835,-325.976293,-226.888913,25.697805,0
255-341,255,341,11.153885,7.644847,21.235638,-325.559041,-233.383432,21.481667,0
255-4,255,4,11.1433,6.36448,17.026441,0.0,-229.766181,17.140074,0
255-459,255,459,10.81811,5.138298,14.201086,-326.353567,-229.467335,14.196037,0
255-561,255,561,10.787011,4.795838,13.137737,-327.770337,-235.394304,13.314327,0
255-1280,255,1280,10.780557,6.811323,19.395944,-327.900542,-223.122022,19.81416,0
255-1072,255,1072,10.691754,5.826166,16.926901,-323.255736,-231.016017,17.199392,0
255-236,255,236,10.677361,6.221399,17.747317,0.0,-235.836404,17.998735,0
255-1224,255,1224,10.577768,5.483819,15.645376,-328.899734,-230.250662,15.757408,0
255-977,255,977,10.465089,4.450594,11.927183,-328.685677,-243.613249,11.912198,0
255-575,255,575,10.45847,6.292022,16.921043,-328.394917,-244.447582,17.013191,0
255-985,255,985,10.385798,6.697231,18.542003,0.0,-222.968432,18.699316,0
255-292,255,292,10.366272,5.063257,14.242828,-329.325467,-238.304451,14.193963,0
255-166,255,166,10.300602,6.121302,17.576341,0.0,-236.712579,18.056019,0
255-656,255,656,10.290405,6.341991,17.007598,-328.713,-244.213359,17.058004,0
255-989,255,989,10.273627,4.225719,11.583526,-331.076382,-243.9271,11.457097,0
255-369,255,369,10.269062,4.775412,13.57353,-330.89197,-238.628337,13.776197,0
255-1274,255,1274,10.149337,5.679528,16.230035,-330.909198,-239.058264,16.559935,0
255-216,255,216,10.122953,4.914831,13.486392,-329.331915,-245.960371,13.671357,0
255-410,255,410,10.105331,0.0,0.0,0.0,-250.672682,0.0,0
255-1230,255,1230,10.095925,6.314727,16.331787,0.0,-244.872736,16.38701,0
255-352,255,352,10.049523,0.0,0.0,-330.520822,-251.227764,0.0,0
255-404,255,404,10.032766,5.617219,15.105087,0.0,-244.249966,15.25516,0
255-160,255,160,10.030568,4.69112,12.383093,-325.676003,-247.045751,12.425711,0
255-1319,255,1319,10.03036,5.601403,16.048049,-331.043666,-239.743612,16.168985,0
255-49,255,49,10.014988,0.0,0.0,-325.095878,-247.259139,0.0,0
255-105,255,105,10.014383,4.340263,11.543469,0.0,-251.647476,11.742,0
255-131,255,131,10.00463,4.894548,14.349342,-325.307628,-239.398638,14.706215,0
255-217,255,217,9.99813,7.807757,20.364747,0.0,0.0,20.594252,0
255-467,255,467,9.979024,5.71032,15.197957,0.0,-252.223051,15.175896,0
255-549,255,549,9.952564,0.0,0.0,0.0,0.0,0.0,0
255-787,255,787,9.951467,0.0,0.0,0.0,-251.076898,0.0,0
255-1302,255,1302,9.949402,0.0,0.0,0.0,-252.165105,0.0,0
255-1009,255,1009,9.93086,5.756526,15.271644,0.0,-252.538681,15.244782,0
255-1383,255,1383,9.888236,4.369764,12.232472,-330.396181,-245.448478,12.334307,0
255-458,255,458,9.872676,5.033867,14.641257,-331.218765,-233.058396,14.892382,0
255-1301,255,1301,9.86725,0.0,0.0,0.0,-245.21303,0.0,0
255-468,255,468,9.825172,0.0,0.0,0.0,0.0,0.0,0
255-1209,255,1209,9.807188,0.0,0.0,-328.824301,0.0,0.0,0
255-249,255,249,9.805555,0.0,0.0,0.0,0.0,0.0,0
255-1375,255,1375,9.790561,4.961202,14.014125,-328.056293,-247.279476,14.175462,0
255-682,255,682,9.784892,0.0,0.0,0.0,-252.660916,0.0,0
255-1235,255,1235,9.777794,0.0,0.0,-328.568127,-247.055397,0.0,0
255-1182,255,1182,9.771186,4.985811,13.370815,0.0,-253.477519,13.640683,0
255-138,255,138,9.755079,4.707866,13.019617,0.0,-247.318368,13.053412,0
255-990,255,990,9.742663,5.642422,14.737663,0.0,-253.047043,14.738243,0
255-1324,255,1324,9.739355,0.0,0.0,0.0,-252.699819,0.0,0
255-788,255,788,9.736908,0.0,11.508373,0.0,-246.866064,11.44051,0
255-562,255,562,9.734227,0.0,0.0,0.0,-253.357111,0.0,0
255-705,255,705,9.731291,0.0,0.0,-331.398744,-253.198737,0.0,0
255-349,255,349,9.696168,0.0,0.0,0.0,-253.979566,0.0,0
255-1353,255,1353,9.676008,4.884737,12.646509,0.0,0.0,12.731674,0
255-1248,255,1248,9.674705,4.478623,13.117489,-327.58241,-242.226157,13.09711,0
255-967,255,967,9.641268,4.144465,0.0,0.0,0.0,0.0,0
255-447,255,447,9.630559,0.0,0.0,0.0,0.0,0.0,0
255-335,255,335,9.614428,4.714177,12.146983,0.0,0.0,12.248665,0
255-1268,255,1268,9.610345,0.0,11.792794,-326.545158,-242.144205,12.289194,0
255-1255,255,1255,9.601843,0.0,0.0,0.0,-253.039596,0.0,0
255-191,255,191,9.599399,0.0,0.0,0.0,-253.934458,0.0,0
255-206,255,206,9.590949,0.0,0.0,-329.23172,-248.121612,0.0,0
255-1393,255,1393,9.588409,0.0,0.0,0.0,-246.312106,0.0,0
255-680,255,680,9.587188,0.0,0.0,0.0,0.0,0.0,0
255-1304,255,1304,9.578372,0.0,0.0,0.0,0.0,0.0,0
255-23,255,23,9.56996,0.0,0.0,0.0,0.0,0.0,0
255-54,255,54,9.562553,4.81146,13.484506,0.0,-247.730963,13.412715,0
255-601,255,601,9.542728,0.0,0.0,-331.061761,-254.341726,0.0,0
255-44,255,44,9.52598,0.0,0.0,-330.206456,-248.494009,0.0,0
255-213,255,213,9.515548,5.841949,16.240145,-330.88596,-254.405388,16.291945,0
255-1216,255,1216,9.514923,0.0,0.0,0.0,-253.498272,0.0,0
255-115,255,115,9.505606,0.0,0.0,0.0,-247.191216,0.0,0
255-194,255,194,9.505053,0.0,0.0,0.0,0.0,0.0,0
255-1108,255,1108,9.50267,0.0,0.0,-330.647137,-248.121576,0.0,0
255-417,255,417,9.502141,0.0,0.0,-324.004086,-236.572365,0.0,0
255-750,255,750,9.491985,11.12715,29.212196,0.0,-250.674783,29.175724,0
255-927,255,927,9.491203,0.0,0.0,-325.083975,-242.835287,0.0,0
255-370,255,370,9.490119,0.0,0.0,0.0,0.0,0.0,0
255-186,255,186,9.485606,0.0,0.0,0.0,0.0,0.0,0
255-1193,255,1193,9.477104,0.0,0.0,0.0,0.0,0.0,0
255-73,255,73,9.461073,0.0,0.0,-327.408424,-247.965801,0.0,0
255-770,255,770,9.460213,0.0,0.0,0.0,0.0,0.0,0
255-582,255,582,9.453126,4.997413,14.171647,0.0,-244.34845,14.462959,0
255-604,255,604,9.451811,5.159162,14.062114,0.0,0.0,14.254846,0
255-155,255,155,9.451224,0.0,0.0,-330.132926,0.0,0.0,0
255-94,255,94,9.451071,0.0,0.0,-325.345573,-243.613645,0.0,0
255-375,255,375,9.443523,0.0,0.0,-330.91128,0.0,0.0,0
255-1043,255,1043,9.439957,4.250087,12.279103,0.0,-247.5043,12.526418,0
255-966,255,966,9.430282,0.0,0.0,0.0,-242.484716,0.0,0
255-475,255,475,9.424992,4.824762,13.227839,0.0,-252.159358,13.444037,0
255-364,255,364,9.41845,0.0,0.0,-327.902516,-249.651081,0.0,0
255-1330,255,1330,9.413672,0.0,0.0,0.0,0.0,0.0,0
255-136,255,136,9.407986,6.709149,16.81671,0.0,0.0,16.859001,0
255-1149,255,1149,9.401819,4.115616,11.339215,0.0,0.0,0.0,0
255-730,255,730,9.400888,0.0,0.0,-330.328995,0.0,0.0,0
255-540,255,540,9.392296,0.0,0.0,0.0,-254.486893,0.0,0
255-18,255,18,9.389608,0.0,0.0,0.0,0.0,0.0,0
255-276,255,276,9.386311,4.664898,12.599947,0.0,0.0,12.649596,0
255-721,255,721,9.382729,4.476684,12.835911,-324.037865,-250.322689,12.867368,0
255-917,255,917,9.381066,0.0,0.0,-328.86062,-249.615735,0.0,0
255-696,255,696,9.376759,5.774845,15.813068,-329.645507,0.0,15.75388,0
257-315,257,315,6.961022,7.675713,21.924684,-335.066203,-274.708085,22.2789,0
257-1082,257,1082,6.705887,5.914375,16.311019,-338.462241,-287.511061,16.611639,0
257-1191,257,1191,6.658007,5.900208,15.338254,0.0,-299.287899,15.465899,0
257-272,257,272,6.656701,4.660433,13.157341,-336.319937,-288.489421,13.277816,0
257-165,257,165,6.578314,4.711644,12.598761,-337.976556,-294.755188,12.639882,0
257-139,257,139,6.56816,6.904778,18.101155,0.0,-293.183008,18.144903,0
257-228,257,228,6.341933,0.0,0.0,0.0,-306.814499,0.0,0
257-816,257,816,6.341712,3.989479,11.219889,-343.714414,-294.203825,11.198304,0
257-361,257,361,6.308746,3.902144,10.523786,0.0,-298.755495,10.58403,0
257-1040,257,1040,6.279471,4.908355,14.32136,-336.332945,-283.914997,14.514132,0
257-1066,257,1066,6.268331,3.620911,10.177389,-339.238632,-296.275441,10.433435,0
257-149,257,149,6.263146,3.859888,10.761225,-341.17134,-295.753655,10.889412,0
257-1381,257,1381,6.241177,4.256577,12.143195,-340.892353,-295.998522,12.052402,0
257-1264,257,1264,6.187216,6.718921,18.881973,-343.509071,-289.033232,19.041555,0
257-689,257,689,6.179711,3.670524,10.370947,-341.545494,-295.834883,10.269509,0
257-566,257,566,6.093565,3.726617,10.622069,0.0,-295.629264,10.696832,0
257-666,257,666,6.085413,5.029368,13.231356,0.0,-295.119896,13.365624,0
257-9,257,9,6.083465,4.223804,11.260018,-340.436551,-303.415721,11.279594,0
257-1104,257,1104,5.984761,3.354737,9.557976,-340.901025,-303.389835,9.620932,0
257-443,257,443,5.975345,5.326408,15.735157,-343.042108,-296.127682,16.129778,0
257-238,257,238,5.974264,4.831631,11.936511,0.0,0.0,11.91059,0
257-946,257,946,5.944688,3.979035,11.626899,-340.232976,-297.166305,11.741224,0
257-564,257,564,5.911324,3.760788,10.366855,-342.559495,-303.795634,10.435652,0
257-134,257,134,5.90316,3.293982,9.337377,-344.105454,-303.260013,9.525375,0
257-1313,257,1313,5.846558,0.0,0.0,-335.584408,-298.745861,0.0,0
257-588,257,588,5.813976,3.776643,11.048235,-342.754776,-297.735442,11.154693,0
257-671,257,671,5.75921,3.633491,10.126654,0.0,-303.209387,10.003075,0
257-314,257,314,5.74786,0.0,0.0,0.0,-310.428254,0.0,0
257-1268,257,1268,5.745104,0.0,0.0,-340.603215,-304.90063,0.0,0
257-129,257,129,5.731192,3.867305,11.273722,-343.046089,-304.2368,11.529174,0
257-663,257,663,5.72235,3.758922,10.507479,0.0,-303.118632,10.648291,0
257-80,257,80,5.716723,3.201825,0.0,-342.235434,-304.600087,0.0,0
257-576,257,576,5.715867,3.478867,10.508588,-339.977606,-292.832779,10.411601,0
257-96,257,96,5.713084,0.0,0.0,-342.234411,-310.580019,0.0,0
257-244,257,244,5.701553,3.102849,9.169958,-338.759926,-299.392277,9.489768,0
257-992,257,992,5.701516,3.752489,10.947883,-340.738032,-304.579979,10.977075,0
257-1300,257,1300,5.695259,0.0,0.0,-342.265977,0.0,0.0,0
257-346,257,346,5.685259,0.0,0.0,0.0,-304.187033,0.0,0
257-976,257,976,5.682556,0.0,0.0,-340.234252,-305.287161,0.0,0
257-536,257,536,5.64706,3.810389,11.378221,-342.568398,-298.707833,11.868698,0
257-70,257,70,5.645971,0.0,0.0,0.0,-304.220793,0.0,0
257-630,257,630,5.641972,4.050194,11.122085,0.0,-303.558595,11.120047,0
257-1225,257,1225,5.638515,0.0,0.0,-342.890328,-305.066571,0.0,0
257-77,257,77,5.637235,0.0,0.0,-341.437768,-305.591911,0.0,0
257-1080,257,1080,5.636684,4.248735,11.304436,0.0,-310.115979,11.388428,0
257-1239,257,1239,5.629752,0.0,0.0,-339.923091,-305.424534,0.0,0
257-710,257,710,5.62104,3.249972,0.0,-343.143652,0.0,0.0,0
257-171,257,171,5.61618,3.275834,9.013577,0.0,-303.968999,9.007895,0
257-493,257,493,5.612675,0.0,0.0,-343.204893,-305.128127,0.0,0
257-567,257,567,5.611649,0.0,0.0,0.0,-310.77554,0.0,0
257-212,257,212,5.611246,0.0,0.0,-341.722849,-305.719478,0.0,0
257-371,257,371,5.602397,4.774588,13.741068,0.0,-297.553259,13.976913,0
257-685,257,685,5.597325,0.0,0.0,-342.59495,0.0,0.0,0
257-504,257,504,5.590981,4.30492,11.719669,0.0,0.0,11.841103,0
257-638,257,638,5.581999,3.196734,8.930082,0.0,-304.720154,8.947531,0
257-311,257,311,5.571202,3.607237,10.396086,0.0,-304.656289,10.500022,0
257-667,257,667,5.567048,3.301737,8.920045,-344.00309,0.0,8.92626,0
257-296,257,296,5.556622,3.917387,11.591373,0.0,-305.513902,11.701781,0
257-662,257,662,5.547297,0.0,0.0,-341.631927,0.0,0.0,0
257-858,257,858,5.534386,0.0,0.0,0.0,0.0,0.0,0
257-229,257,229,5.53285,0.0,0.0,0.0,0.0,0.0,0
257-1338,257,1338,5.531322,3.106635,0.0,0.0,0.0,0.0,0
257-1078,257,1078,5.531265,3.41451,0.0,0.0,0.0,0.0,0
257-1284,257,1284,5.519486,3.156551,9.168639,0.0,-304.228933,9.485371,0
257-1355,257,1355,5.519056,0.0,0.0,0.0,0.0,0.0,0
257-806,257,806,5.504813,0.0,0.0,-343.216203,-305.522988,0.0,0
257-309,257,309,5.495385,0.0,0.0,0.0,0.0,0.0,0
257-213,257,213,5.491547,3.434376,10.231317,-343.708569,-305.253741,10.284236,0
257-189,257,189,5.488765,4.856075,14.549349,-342.010285,-293.157216,14.887319,0
257-1380,257,1380,5.487694,0.0,0.0,-342.783002,0.0,0.0,0
257-218,257,218,5.484687,3.434832,9.563304,-343.506675,0.0,9.64187,0
257-151,257,151,5.482753,0.0,0.0,-342.489121,-305.400335,0.0,0
257-993,257,993,5.47724,0.0,0.0,0.0,0.0,0.0,0
257-1212,257,1212,5.469351,0.0,0.0,-343.651575,0.0,0.0,0
257-786,257,786,5.464128,4.337773,12.467063,0.0,-305.034368,12.545083,0
257-1335,257,1335,5.45776,0.0,0.0,0.0,0.0,0.0,0
257-205,257,205,5.456542,0.0,0.0,-343.475773,0.0,0.0,0
257-1349,257,1349,5.453372,0.0,0.0,0.0,-304.952955,0.0,0
257-701,257,701,5.452724,0.0,0.0,-343.737255,0.0,0.0,0
257-240,257,240,5.444994,3.589147,10.512277,-344.084822,-305.453276,10.62175,0
257-640,257,640,5.437573,0.0,0.0,-341.332895,0.0,0.0,0
257-193,257,193,5.422851,0.0,0.0,-341.352647,0.0,0.0,0
257-962,257,962,5.41422,0.0,0.0,-340.976093,-306.697457,0.0,0
257-721,257,721,5.413622,0.0,0.0,-339.494254,-306.794424,0.0,0
257-256,257,256,5.409473,0.0,0.0,0.0,0.0,0.0,0
257-675,257,675,5.401295,3.436776,10.2151,-344.010442,-299.423534,10.179662,0
257-406,257,406,5.400752,0.0,0.0,0.0,0.0,0.0,0
257-282,257,282,5.397142,0.0,0.0,0.0,0.0,0.0,0
257-876,257,876,5.395117,0.0,0.0,0.0,0.0,0.0,0
257-373,257,373,5.394857,0.0,0.0,-342.576908,-306.313337,0.0,0
257-815,257,815,5.391751,0.0,0.0,0.0,-305.872749,0.0,0
257-1002,257,1002,5.390218,0.0,0.0,0.0,0.0,0.0,0
